District,Month,Visitors,Year,Season
Peddapalli,April,3405.0,2021,Winter
Peddapalli,May,355.0,2021,Monsoon
Peddapalli,June,420.0,2021,Monsoon
Peddapalli,July,550.0,2021,Autumn
Peddapalli,August,779.0,2021,Autumn
Peddapalli,September,660.0,2021,Winter
Peddapalli,October,650.0,2021,Autumn
Peddapalli,November,1630.0,2021,Monsoon
Peddapalli,December,1840.0,2021,Autumn
RajanuaSircilla,January,656423.0,2021,Summer
RajanuaSircilla,February,571526.0,2021,Winter
RajanuaSircilla,March,868764.0,2021,Monsoon
RajanuaSircilla,April,198252.0,2021,Winter
RajanuaSircilla,May,23978.0,2021,Summer
RajanuaSircilla,June,125913.0,2021,Monsoon
RajanuaSircilla,July,290935.0,2021,Monsoon
RajanuaSircilla,August,518772.0,2021,Summer
RajanuaSircilla,September,388599.0,2021,Summer
RajanuaSircilla,October,355757.0,2021,Monsoon
RajanuaSircilla,November,567535.0,2021,Autumn
RajanuaSircilla,December,606628.0,2021,Monsoon
Sangareddy,January,112500.0,2021,Winter
Sangareddy,February,103200.0,2021,Summer
Sangareddy,March,274500.0,2021,Winter
Sangareddy,April,117300.0,2021,Autumn
Sangareddy,May,15000.0,2021,Autumn
Sangareddy,June,26500.0,2021,Winter
Sangareddy,July,33000.0,2021,Winter
Sangareddy,August,64900.0,2021,Monsoon
Sangareddy,September,47700.0,2021,Monsoon
Sangareddy,October,50000.0,2021,Summer
Sangareddy,November,56150.0,2021,Monsoon
Sangareddy,December,38750.0,2021,Autumn
Siddipet,January,173749.0,2021,Winter
Siddipet,February,107247.0,2021,Summer
Siddipet,March,70337.0,2021,Winter
Siddipet,April,61534.0,2021,Autumn
Siddipet,May,9000.0,2021,Winter
Siddipet,June,37700.0,2021,Winter
Siddipet,July,37000.0,2021,Monsoon
Siddipet,August,70000.0,2021,Winter
Siddipet,September,59000.0,2021,Monsoon
Siddipet,October,90000.0,2021,Monsoon
Siddipet,November,93500.0,2021,Summer
Siddipet,December,90350.0,2021,Winter
Wanaparthy,January,22482.0,2021,Summer
Wanaparthy,February,22524.0,2021,Autumn
Wanaparthy,March,19672.0,2021,Winter
Wanaparthy,April,25212.0,2021,Monsoon
Wanaparthy,May,295.0,2021,Winter
Wanaparthy,June,600.0,2021,Autumn
Wanaparthy,July,29300.0,2021,Winter
Wanaparthy,August,33300.0,2021,Autumn
Wanaparthy,September,22800.0,2021,Summer
Wanaparthy,October,23700.0,2021,Winter
Wanaparthy,November,29330.0,2021,Summer
Wanaparthy,December,28100.0,2021,Winter
Warangal,January,7450.0,2021,Winter
Warangal,February,7470.0,2021,Monsoon
Warangal,March,7500.0,2021,Summer
Warangal,April,7510.0,2021,Winter
Warangal,May,560.0,2021,Summer
Warangal,June,550.0,2021,Winter
Warangal,July,3400.0,2021,Autumn
Warangal,August,5610.0,2021,Monsoon
Warangal,September,5610.0,2021,Autumn
Warangal,October,5820.0,2021,Autumn
Warangal,November,6230.0,2021,Monsoon
Warangal,December,5690.0,2021,Monsoon
Yadadri Bhongir,January,281131.0,2021,Summer
Yadadri Bhongir,February,265238.0,2021,Autumn
Yadadri Bhongir,March,261920.0,2021,Winter
Yadadri Bhongir,April,621.0,2021,Monsoon
Yadadri Bhongir,May,275.0,2021,Monsoon
Yadadri Bhongir,June,153020.0,2021,Autumn
Yadadri Bhongir,July,312343.0,2021,Monsoon
Yadadri Bhongir,August,269850.0,2021,Monsoon
Yadadri Bhongir,September,169532.0,2021,Autumn
Yadadri Bhongir,October,170613.0,2021,Winter
Yadadri Bhongir,November,242245.0,2021,Monsoon
Yadadri Bhongir,December,231306.0,2021,Monsoon
Adilabad,January,28423.0,2022,Monsoon
Adilabad,February,378787.0,2022,Winter
Adilabad,March,15469.0,2022,Winter
Adilabad,April,10266.0,2022,Winter
Adilabad,May,11670.0,2022,Autumn
Adilabad,June,10704.0,2022,Monsoon
Adilabad,July,16035.0,2022,Monsoon
Adilabad,August,20472.0,2022,Winter
Adilabad,September,21352.0,2022,Summer
Adilabad,October,22668.0,2022,Winter
Adilabad,November,66152.0,2022,Summer
Adilabad,December,25972.0,2022,Monsoon
BhadradriKothagudem,January,84901.0,2022,Summer
BhadradriKothagudem,February,108037.0,2022,Summer
BhadradriKothagudem,March,177140.0,2022,Winter
BhadradriKothagudem,April,180027.0,2022,Summer
BhadradriKothagudem,May,179018.0,2022,Monsoon
BhadradriKothagudem,June,167787.0,2022,Monsoon
BhadradriKothagudem,July,95266.0,2022,Winter
BhadradriKothagudem,August,76299.0,2022,Winter
BhadradriKothagudem,September,87413.0,2022,Winter
BhadradriKothagudem,October,101592.0,2022,Monsoon
BhadradriKothagudem,November,85953.0,2022,Summer
BhadradriKothagudem,December,115658.0,2022,Summer
Hunmakonda,January,42135.0,2022,Autumn
Hunmakonda,February,55408.0,2022,Summer
Hunmakonda,March,44427.0,2022,Winter
Hunmakonda,April,44010.0,2022,Monsoon
Hunmakonda,May,44785.0,2022,Autumn
Hunmakonda,June,44169.0,2022,Autumn
Hunmakonda,July,42452.0,2022,Summer
Hunmakonda,August,33640.0,2022,Winter
Hunmakonda,September,34774.0,2022,Autumn
Hunmakonda,October,35347.0,2022,Autumn
Hunmakonda,November,35198.0,2022,Winter
Hunmakonda,December,36985.0,2022,Winter
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",January,956428.0,2022,Winter
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",February,733747.0,2022,Summer
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",March,818866.0,2022,Autumn
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",April,776520.0,2022,Monsoon
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",May,1460904.0,2022,Monsoon
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",June,1435151.0,2022,Monsoon
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",July,816814.0,2022,Summer
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",August,933522.0,2022,Monsoon
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",September,1005418.0,2022,Winter
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",October,1724362.0,2022,Summer
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",November,1289350.0,2022,Winter
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",December,1622676.0,2022,Autumn
Jagtial,January,321355.0,2022,Winter
Jagtial,February,221928.0,2022,Monsoon
Jagtial,March,369104.0,2022,Winter
Jagtial,April,260082.0,2022,Winter
Jagtial,May,209660.0,2022,Winter
Jagtial,June,197988.0,2022,Summer
Jagtial,July,95511.0,2022,Summer
Jagtial,August,170922.0,2022,Winter
Jagtial,September,97975.0,2022,Monsoon
Jagtial,October,122002.0,2022,Summer
Jagtial,November,169844.0,2022,Monsoon
Jagtial,December,170504.0,2022,Monsoon
Jangaon,January,6280.0,2022,Monsoon
Jangaon,February,6610.0,2022,Summer
Jangaon,March,6040.0,2022,Summer
Jangaon,April,6100.0,2022,Summer
Jangaon,May,6350.0,2022,Summer
Jangaon,June,6180.0,2022,Winter
Jangaon,July,5935.0,2022,Monsoon
Jangaon,August,5890.0,2022,Winter
Jangaon,September,5875.0,2022,Autumn
Jangaon,October,5675.0,2022,Autumn
Jangaon,November,5425.0,2022,Monsoon
Jangaon,December,5275.0,2022,Winter
Jayashankarnhoopalpally,January,11091.0,2022,Summer
Jayashankarnhoopalpally,February,10939.0,2022,Winter
Jayashankarnhoopalpally,March,12166.0,2022,Summer
Jayashankarnhoopalpally,April,12600.0,2022,Monsoon
Jayashankarnhoopalpally,May,12713.0,2022,Autumn
Jayashankarnhoopalpally,June,12792.0,2022,Winter
Jayashankarnhoopalpally,July,13668.0,2022,Summer
Jayashankarnhoopalpally,August,12500.0,2022,Autumn
Jayashankarnhoopalpally,September,12414.0,2022,Summer
Jayashankarnhoopalpally,October,12209.0,2022,Monsoon
Jayashankarnhoopalpally,November,13838.0,2022,Monsoon
Jayashankarnhoopalpally,December,12704.0,2022,Monsoon
JogulambaGadwaI,January,159487.0,2022,Monsoon
JogulambaGadwaI,February,192389.0,2022,Autumn
JogulambaGadwaI,March,171090.0,2022,Summer
JogulambaGadwaI,April,131186.0,2022,Winter
JogulambaGadwaI,May,131310.0,2022,Autumn
JogulambaGadwaI,June,98046.0,2022,Winter
JogulambaGadwaI,July,97097.0,2022,Monsoon
JogulambaGadwaI,August,103708.0,2022,Winter
JogulambaGadwaI,September,102049.0,2022,Autumn
JogulambaGadwaI,October,128895.0,2022,Winter
JogulambaGadwaI,November,133993.0,2022,Autumn
JogulambaGadwaI,December,124264.0,2022,Summer
Kamareddy,January,31.0,2022,Monsoon
Kamareddy,February,41.0,2022,Autumn
Kamareddy,March,35.0,2022,Summer
Kamareddy,April,42.0,2022,Autumn
Kamareddy,May,30.0,2022,Autumn
Kamareddy,June,32.0,2022,Autumn
Kamareddy,July,33.0,2022,Monsoon
Kamareddy,August,50.0,2022,Monsoon
Kamareddy,September,50.0,2022,Winter
Kamareddy,October,52.0,2022,Summer
Kamareddy,November,51.0,2022,Monsoon
Kamareddy,December,48.0,2022,Monsoon
Karimnagar,January,5011.0,2022,Autumn
Karimnagar,February,4564.0,2022,Winter
Karimnagar,March,5979.0,2022,Summer
Karimnagar,April,2259.0,2022,Monsoon
Karimnagar,May,4620.0,2022,Summer
Karimnagar,June,3175.0,2022,Winter
Karimnagar,July,5235.0,2022,Winter
Karimnagar,August,3620.0,2022,Winter
Karimnagar,September,5095.0,2022,Autumn
Karimnagar,October,5625.0,2022,Summer
Karimnagar,November,6115.0,2022,Monsoon
Karimnagar,December,7440.0,2022,Monsoon
Khammam,January,38645.0,2022,Monsoon
Khammam,February,62355.0,2022,Summer
Khammam,March,42502.0,2022,Monsoon
Khammam,April,53897.0,2022,Winter
Khammam,May,66404.0,2022,Autumn
Khammam,June,68590.0,2022,Winter
Khammam,July,44448.0,2022,Winter
Khammam,August,27651.0,2022,Winter
Khammam,September,31088.0,2022,Winter
Khammam,October,39455.0,2022,Summer
Khammam,November,42806.0,2022,Monsoon
Khammam,December,56856.0,2022,Monsoon
KornaramBheentAsiTabad,January,619.0,2022,Winter
KornaramBheentAsiTabad,February,679.0,2022,Monsoon
KornaramBheentAsiTabad,March,689.0,2022,Monsoon
KornaramBheentAsiTabad,April,397.0,2022,Autumn
KornaramBheentAsiTabad,May,549.0,2022,Autumn
KornaramBheentAsiTabad,June,684.0,2022,Summer
KornaramBheentAsiTabad,July,587.0,2022,Autumn
KornaramBheentAsiTabad,August,642.0,2022,Autumn
KornaramBheentAsiTabad,September,813.0,2022,Winter
KornaramBheentAsiTabad,October,802.0,2022,Monsoon
KornaramBheentAsiTabad,November,1031.0,2022,Winter
KornaramBheentAsiTabad,December,1213.0,2022,Winter
Mahabubabad,January,3410.0,2022,Summer
Mahabubabad,February,3370.0,2022,Autumn
Mahabubabad,March,3380.0,2022,Summer
Mahabubabad,April,3550.0,2022,Monsoon
Mahabubabad,May,3625.0,2022,Monsoon
Mahabubabad,June,3415.0,2022,Summer
Mahabubabad,July,3180.0,2022,Monsoon
Mahabubabad,August,3270.0,2022,Monsoon
Mahabubabad,September,3310.0,2022,Autumn
Mahabubabad,October,3240.0,2022,Winter
Mahabubabad,November,3250.0,2022,Summer
Mahabubabad,December,3180.0,2022,Winter
Mahbubnagar,January,269141.0,2022,Monsoon
Mahbubnagar,February,490326.0,2022,Summer
Mahbubnagar,March,388498.0,2022,Winter
Mahbubnagar,April,267529.0,2022,Summer
Mahbubnagar,May,230417.0,2022,Summer
Mahbubnagar,June,191442.0,2022,Winter
Mahbubnagar,July,227062.0,2022,Autumn
Mahbubnagar,August,235700.0,2022,Monsoon
Mahbubnagar,September,225500.0,2022,Winter
Mahbubnagar,October,221400.0,2022,Winter
Mahbubnagar,November,270200.0,2022,Winter
Mahbubnagar,December,203200.0,2022,Summer
Mancherial,January,9540.0,2022,Winter
Mancherial,February,11210.0,2022,Winter
Mancherial,March,10089.0,2022,Autumn
Mancherial,April,7847.0,2022,Winter
Mancherial,May,9538.0,2022,Summer
Mancherial,June,10244.0,2022,Monsoon
Mancherial,July,11763.0,2022,Winter
Mancherial,August,10255.0,2022,Monsoon
Mancherial,September,10855.0,2022,Winter
Mancherial,October,12198.0,2022,Winter
Mancherial,November,11550.0,2022,Summer
Mancherial,December,12346.0,2022,Monsoon
Medak,January,12232.0,2022,Winter
Medak,February,17705.0,2022,Monsoon
Medak,March,1500322.0,2022,Autumn
Medak,April,70295.0,2022,Winter
Medak,May,80288.0,2022,Monsoon
Medak,June,45000.0,2022,Winter
Medak,July,35488.0,2022,Summer
Medak,August,30575.0,2022,Summer
Medak,September,31773.0,2022,Summer
Medak,October,45262.0,2022,Summer
Medak,November,50234.0,2022,Autumn
Medak,December,42236.0,2022,Winter
Mulugu,January,2547050.0,2022,Summer
Mulugu,February,8049800.0,2022,Summer
Mulugu,March,47500.0,2022,Monsoon
Mulugu,April,48502.0,2022,Autumn
Mulugu,May,47342.0,2022,Monsoon
Mulugu,June,47332.0,2022,Autumn
Mulugu,July,48355.0,2022,Autumn
Mulugu,August,50064.0,2022,Monsoon
Mulugu,September,50503.0,2022,Summer
Mulugu,October,51654.0,2022,Monsoon
Mulugu,November,50273.0,2022,Winter
Mulugu,December,49398.0,2022,Winter
Nagarkurnool,January,198660.0,2022,Monsoon
Nagarkurnool,February,128680.0,2022,Winter
Nagarkurnool,March,147400.0,2022,Winter
Nagarkurnool,April,188600.0,2022,Summer
Nagarkurnool,May,131000.0,2022,Autumn
Nagarkurnool,June,101350.0,2022,Summer
Nagarkurnool,July,116400.0,2022,Winter
Nagarkurnool,August,126500.0,2022,Monsoon
Nagarkurnool,September,124000.0,2022,Monsoon
Nagarkurnool,October,136400.0,2022,Monsoon
Nagarkurnool,November,139250.0,2022,Summer
Nagarkurnool,December,140000.0,2022,Winter
Nalgonda & Suryapet,January,18165.0,2022,Summer
Nalgonda & Suryapet,February,12694.0,2022,Autumn
Nalgonda & Suryapet,March,11565.0,2022,Autumn
Nalgonda & Suryapet,April,8922.0,2022,Winter
Nalgonda & Suryapet,May,12508.0,2022,Summer
Nalgonda & Suryapet,June,17231.0,2022,Autumn
Nalgonda & Suryapet,July,21554.0,2022,Summer
Nalgonda & Suryapet,August,30041.0,2022,Winter
Nalgonda & Suryapet,September,22875.0,2022,Winter
Nalgonda & Suryapet,October,31877.0,2022,Winter
Nalgonda & Suryapet,November,17501.0,2022,Autumn
Nalgonda & Suryapet,December,20344.0,2022,Monsoon
Narayanapet,January,23800.0,2022,Monsoon
Narayanapet,February,99700.0,2022,Summer
Narayanapet,March,130000.0,2022,Autumn
Narayanapet,April,170500.0,2022,Summer
Narayanapet,May,15600.0,2022,Autumn
Narayanapet,June,11200.0,2022,Monsoon
Narayanapet,July,12400.0,2022,Summer
Narayanapet,August,11900.0,2022,Autumn
Narayanapet,September,10800.0,2022,Winter
Narayanapet,October,9400.0,2022,Monsoon
Narayanapet,November,11150.0,2022,Winter
Narayanapet,December,15750.0,2022,Summer
Nirmal,January,230377.0,2022,Monsoon
Nirmal,February,278184.0,2022,Monsoon
Nirmal,March,334135.0,2022,Winter
Nirmal,April,275087.0,2022,Monsoon
Nirmal,May,302772.0,2022,Autumn
Nirmal,June,389714.0,2022,Summer
Nirmal,July,333767.0,2022,Summer
Nirmal,August,344930.0,2022,Summer
Nirmal,September,318387.0,2022,Summer
Nirmal,October,325830.0,2022,Monsoon
Nirmal,November,408666.0,2022,Autumn
Nirmal,December,363179.0,2022,Summer
Nizamabad,January,12881.0,2022,Winter
Nizamabad,February,75753.0,2022,Autumn
Nizamabad,March,106250.0,2022,Winter
Nizamabad,April,10875.0,2022,Summer
Nizamabad,May,17259.0,2022,Autumn
Nizamabad,June,16640.0,2022,Summer
Nizamabad,July,11758.0,2022,Summer
Nizamabad,August,19056.0,2022,Autumn
Nizamabad,September,16124.0,2022,Autumn
Nizamabad,October,28465.0,2022,Autumn
Nizamabad,November,43667.0,2022,Autumn
Nizamabad,December,38483.0,2022,Summer
Peddapalli,January,1635.0,2022,Monsoon
Peddapalli,February,1675.0,2022,Monsoon
Peddapalli,March,478.0,2022,Autumn
Peddapalli,April,516.0,2022,Winter
Peddapalli,May,1750.0,2022,Summer
Peddapalli,June,620.0,2022,Autumn
Peddapalli,July,1550.0,2022,Summer
Peddapalli,August,750.0,2022,Summer
Peddapalli,September,765.0,2022,Monsoon
Peddapalli,October,1835.0,2022,Winter
Peddapalli,November,2185.0,2022,Monsoon
Peddapalli,December,920.0,2022,Autumn
RajannaSircilla,January,685642.0,2022,Monsoon
RajannaSircilla,February,622385.0,2022,Autumn
RajannaSircilla,March,544400.0,2022,Autumn
RajannaSircilla,April,472924.0,2022,Winter
RajannaSircilla,May,559320.0,2022,Autumn
RajannaSircilla,June,538663.0,2022,Monsoon
RajannaSircilla,July,217276.0,2022,Winter
RajannaSircilla,August,476608.0,2022,Summer
RajannaSircilla,September,285048.0,2022,Summer
RajannaSircilla,October,316687.0,2022,Winter
RajannaSircilla,November,390875.0,2022,Winter
RajannaSircilla,December,394472.0,2022,Winter
Sangareddy,January,115988.0,2022,Monsoon
Sangareddy,February,130632.0,2022,Summer
Sangareddy,March,417000.0,2022,Winter
Sangareddy,April,72000.0,2022,Summer
Sangareddy,May,82500.0,2022,Autumn
Sangareddy,June,81000.0,2022,Winter
Sangareddy,July,85000.0,2022,Summer
Sangareddy,August,160000.0,2022,Autumn
Sangareddy,September,129000.0,2022,Monsoon
Sangareddy,October,151000.0,2022,Winter
Sangareddy,November,180205.0,2022,Autumn
Sangareddy,December,160854.0,2022,Autumn
Siddipet,January,161000.0,2022,Autumn
Siddipet,February,222250.0,2022,Winter
Siddipet,March,108750.0,2022,Winter
Siddipet,April,114311.0,2022,Autumn
Siddipet,May,144239.0,2022,Autumn
Siddipet,June,104583.0,2022,Monsoon
Siddipet,July,59832.0,2022,Autumn
Siddipet,August,106635.0,2022,Monsoon
Siddipet,September,67500.0,2022,Winter
Siddipet,October,78009.0,2022,Autumn
Siddipet,November,136709.0,2022,Monsoon
Siddipet,December,113370.0,2022,Autumn
Wanaparthy,January,30000.0,2022,Summer
Wanaparthy,February,19000.0,2022,Autumn
Wanaparthy,March,21000.0,2022,Monsoon
Wanaparthy,April,22250.0,2022,Autumn
Wanaparthy,May,17000.0,2022,Autumn
Wanaparthy,June,12200.0,2022,Autumn
Wanaparthy,July,13200.0,2022,Autumn
Wanaparthy,August,15700.0,2022,Winter
Wanaparthy,September,13000.0,2022,Monsoon
Wanaparthy,October,12000.0,2022,Monsoon
Wanaparthy,November,12600.0,2022,Summer
Wanaparthy,December,12000.0,2022,Winter
Warangal,January,5810.0,2022,Winter
Warangal,February,5543.0,2022,Autumn
Warangal,March,5650.0,2022,Autumn
Warangal,April,6626.0,2022,Winter
Warangal,May,6500.0,2022,Autumn
Warangal,June,6459.0,2022,Monsoon
Warangal,July,7285.0,2022,Autumn
Warangal,August,15724.0,2022,Winter
Warangal,September,14681.0,2022,Autumn
Warangal,October,14476.0,2022,Winter
Warangal,November,14631.0,2022,Summer
Warangal,December,14550.0,2022,Autumn
YadadriBhongir,January,550000.0,2022,Monsoon
YadadriBhongir,February,500000.0,2022,Autumn
YadadriBhongir,March,600000.0,2022,Autumn
YadadriBhongir,April,651276.0,2022,Autumn
YadadriBhongir,May,801312.0,2022,Autumn
YadadriBhongir,June,762672.0,2022,Summer
YadadriBhongir,July,370064.0,2022,Autumn
YadadriBhongir,August,597045.0,2022,Summer
YadadriBhongir,September,328666.0,2022,Winter
YadadriBhongir,October,640912.0,2022,Summer
YadadriBhongir,November,751364.0,2022,Autumn
YadadriBhongir,December,1012272.0,2022,Autumn
Adilabad,January,405414.0,2023,Winter
Adilabad,February,41462.0,2023,Monsoon
Adilabad,March,17236.0,2023,Winter
Adilabad,April,12640.0,2023,Summer
Adilabad,May,13030.0,2023,Summer
Adilabad,June,10929.0,2023,Summer
Adilabad,July,21085.0,2023,Monsoon
Adilabad,August,32623.0,2023,Monsoon
Adilabad,September,22961.0,2023,Autumn
Adilabad,October,25294.0,2023,Summer
Adilabad,November,29836.0,2023,Summer
Adilabad,December,50235.0,2023,Monsoon
Komaram Bheem Asifabad,January,1452.0,2023,Winter
Komaram Bheem Asifabad,February,1337.0,2023,Winter
Komaram Bheem Asifabad,March,821.0,2023,Autumn
Komaram Bheem Asifabad,April,767.0,2023,Winter
Komaram Bheem Asifabad,May,637.0,2023,Autumn
Komaram Bheem Asifabad,June,679.0,2023,Winter
Komaram Bheem Asifabad,July,611.0,2023,Autumn
Komaram Bheem Asifabad,August,1072.0,2023,Autumn
Komaram Bheem Asifabad,September,1159.0,2023,Monsoon
Komaram Bheem Asifabad,October,1367.0,2023,Winter
Komaram Bheem Asifabad,November,1688.0,2023,Monsoon
Komaram Bheem Asifabad,December,1739.0,2023,Monsoon
Mancherial,January,10278.0,2023,Monsoon
Mancherial,February,18555.0,2023,Summer
Mancherial,March,10222.0,2023,Autumn
Mancherial,April,12473.0,2023,Summer
Mancherial,May,10503.0,2023,Summer
Mancherial,June,12024.0,2023,Winter
Mancherial,July,13506.0,2023,Winter
Mancherial,August,14433.0,2023,Winter
Mancherial,September,10409.0,2023,Autumn
Mancherial,October,11785.0,2023,Summer
Mancherial,November,11401.0,2023,Autumn
Mancherial,December,12536.0,2023,Summer
Nirmal,January,413328.0,2023,Summer
Nirmal,February,320785.0,2023,Autumn
Nirmal,March,404555.0,2023,Summer
Nirmal,April,323987.0,2023,Summer
Nirmal,May,384755.0,2023,Monsoon
Nirmal,June,408390.0,2023,Winter
Nirmal,July,364326.0,2023,Autumn
Nirmal,August,379447.0,2023,Summer
Nirmal,September,382582.0,2023,Summer
Nirmal,October,405646.0,2023,Monsoon
Nirmal,November,415121.0,2023,Monsoon
Nirmal,December,398336.0,2023,Monsoon
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",January,1792085.0,2023,Summer
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",February,1279128.0,2023,Autumn
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",March,1134117.0,2023,Winter
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",April,1353144.0,2023,Winter
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",May,1788013.0,2023,Summer
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",June,1415295.0,2023,Autumn
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",July,1209926.0,2023,Winter
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",August,1351690.0,2023,Winter
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",September,1288523.0,2023,Autumn
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",October,1916011.0,2023,Winter
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",November,1662165.0,2023,Monsoon
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",December,2382597.0,2023,Summer
Karimnagar,January,6300.0,2023,Autumn
Karimnagar,February,6000.0,2023,Winter
Karimnagar,March,4525.0,2023,Monsoon
Karimnagar,April,4125.0,2023,Winter
Karimnagar,May,3900.0,2023,Summer
